,Unnamed: 0,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
510,511,DENIED,"AEROSAFE RISK MANAGEMENT, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,220708.8,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
511,512,CERTIFIED,"PACNET SERVICES (USA), INC.",CHIEF EXECUTIVES,SR. VICE PRESIDENT OF CORPORATE DEVELOPMENT,Y,215862.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
512,513,WITHDRAWN,"PANET SERVICES (USA), INC.",CHIEF EXECUTIVES,SR. VICE PRESIDENT OF CORPORATE DEVELOPMENT,Y,215862.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
513,514,CERTIFIED,"ORION HEALTH, INC.",CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT, GLOBAL SERVICES",Y,213200.0,2016.0,"SCOTTSDALE, ARIZONA",-111.9260519,33.494170399999994
514,515,DENIED,"AEROSAFE RISK MANAGEMENT, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,220708.8,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
515,516,DENIED,TSAR USA LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,76898.0,2016.0,"BROOKLYN, NEW YORK",-73.94415790000001,40.6781784
516,517,CERTIFIED,OUTRIGGER HOTELS HAWAII,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,202530.0,2016.0,"HONOLULU, HAWAII",-157.8583333,21.3069444
517,518,CERTIFIED,"AEROSAFE RISK MANAGEMENT, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,220708.8,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
518,519,CERTIFIED,NEW YORK HOTEL & MOTEL TRADES COUNCIL,CHIEF EXECUTIVES,CHIEF INFORMATION OFFICER,Y,175000.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
519,520,CERTIFIED,"ROCETEER, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,225035.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
520,521,CERTIFIED,"NITRO CIRCUS LIVE USA, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,215155.2,2016.0,"SAN CLEMENTE, CALIFORNIA",-117.6119925,33.4269728
521,522,CERTIFIED,MAGIACX SOLUTIONS PTY LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,149594.0,2016.0,"RESTON, VIRGINIA",-77.35700279999999,38.9586307
522,523,DENIED,TAHLENT INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,111904.0,2016.0,"DUBLIN, CALIFORNIA",-121.9357918,37.7021521
523,524,CERTIFIED,CREATA (USA) INC.,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,178776.0,2016.0,"OAKBROOK TERRACE, ILLINOIS",-87.9645077,41.8500302
524,525,DENIED,TSAR USA LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,233417.6,2016.0,"BROOKLYN, NEW YORK",-73.94415790000001,40.6781784
525,526,CERTIFIED,INCOGNITUS LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,178942.0,2016.0,"ORLANDO, FLORIDA",-81.3792365,28.5383355
526,527,CERTIFIED,TAHLENT INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,111904.0,2016.0,"DUBLIN, CALIFORNIA",-121.9357918,37.7021521
527,528,CERTIFIED,TSAR USA LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,233417.6,2016.0,"BROOKLYN, NEW YORK",-73.94415790000001,40.6781784
528,529,CERTIFIED,BRYDGE TECHNOLOGIES INC.,CHIEF EXECUTIVES,CHIEF COMMERCIAL OFFICER,Y,182957.0,2016.0,"PARK CITY, UTAH",-111.49797290000001,40.6460622
529,530,CERTIFIED,"LIFES2GOOD, INC.",CHIEF EXECUTIVES,CEO NORTH AMERICA,Y,178776.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
530,531,DENIED,"AMERICAN PATRIOT OIL AND GAS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,219523.0,2016.0,"DENVER, COLORADO",-104.990251,39.739235799999996
531,532,CERTIFIED,"ASP, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,82514.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
532,533,CERTIFIED,BLUE STONE LANE HOLDINGS LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
533,534,CERTIFIED,"KBR, INC.",CHIEF EXECUTIVES,EXECUTIVE VP - GLOBAL BUSINESS DEVELOPMENT & STRATEGY,Y,283500.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
534,535,CERTIFIED,"AMERICAN PATRIOT OIL AND GAS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,219523.0,2016.0,"DENVER, COLORADO",-104.990251,39.739235799999996
535,536,CERTIFIED,"THE MARSHALL RETAIL GROUP, LLC",CHIEF EXECUTIVES,PRESIDENT AND CHIEF OPERATING OFFICER,Y,225035.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
536,537,CERTIFIED,"MAS ENERGY, LLC",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,149885.0,2016.0,"PONTE VEDRA BEACH, FLORIDA",-81.3852595,30.240005800000002
537,538,CERTIFIED,"FREIGHTPLUS (USA), INC.",CHIEF EXECUTIVES,PRESIDENT,Y,198266.0,2016.0,"MARIETTA, GEORGIA",-84.5499327,33.952602
538,539,CERTIFIED,OKAPI EDUCATIONAL PUBLISHING INC.,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,87797.0,2016.0,"TEMECULA, CALIFORNIA",-117.14836480000001,33.4936391
539,540,CERTIFIED,"MYZONE, INC.",CHIEF EXECUTIVES,PRESIDENT/GENERAL MANAGER,Y,178776.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
540,541,CERTIFIED,"SELECT BUSINESS SOLUTIONS, INC",CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT, CORPORATE DEVELOPMENT",Y,289640.0,2016.0,"NAPLES, FLORIDA",-81.7948103,26.142035800000002
541,542,CERTIFIED,"DRAPAC INVESTMENTS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,198266.0,2016.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
542,543,CERTIFIED,CLOUD COACH INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"DENVER, COLORADO",-104.990251,39.739235799999996
543,544,CERTIFIED,KERR CORPORATION,CHIEF EXECUTIVES,"GROUP PRESIDENT, PROFESSIONAL CONSUMABLES",Y,187200.0,2016.0,"ORANGE, CALIFORNIA",-117.8531119,33.787794399999996
544,545,CERTIFIED,MARKETCULTURE STRATEGIES INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,108222.0,2016.0,"MONTEREY, CALIFORNIA",-121.8946761,36.600237799999995
545,546,CERTIFIED,"ROCKLAND INDUSTRIES, INC.",CHIEF EXECUTIVES,"PRESIDENT, ROCKLAND-BAMBERG DIVISION",Y,96283.0,2016.0,"BAMBERG, SOUTH CAROLINA",,
546,547,DENIED,COVER-MORE INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,233418.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
547,548,CERTIFIED,"SAATCHI & SAATCHI NORTH AMERICA, INC.",CHIEF EXECUTIVES,CHIEF CREATIVE OFFICER,Y,631700.0,2016.0,"TORRANCE, CALIFORNIA",-118.34062879999999,33.835849200000006
548,549,CERTIFIED,"PROCO GLOBAL, INC.",CHIEF EXECUTIVES,REGIONAL CEO - AMERICAS,Y,233418.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
549,550,CERTIFIED,SHOES OF PREY INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,117998.0,2016.0,"SANTA MONICA, CALIFORNIA",-118.4911912,34.01945429999999
550,551,CERTIFIED,"TALENT INTELLIGENCE, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER/PRESIDENT,Y,226699.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
551,552,CERTIFIED,PACIFIC RESOURCES FOR EDUCATION AND LEARNING,CHIEF EXECUTIVES,PRESIDENT AND CHIEF EXECUTIVE OFFICER,Y,125590.0,2016.0,"HONOLULU, HAWAII",-157.8583333,21.3069444
552,553,CERTIFIED,VIDIENSE TECHNOLOGY INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
553,554,DENIED,LIVETILES LLC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,187200.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
554,555,CERTIFIED,PIXMOTO,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,124821.0,2016.0,"BOULDER, COLORADO",-105.2705456,40.0149856
555,556,CERTIFIED,LIVETILES LLC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,196747.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
556,557,CERTIFIED,"LORNA JANE USA, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,216403.0,2016.0,"SANTA MONICA, CALIFORNIA",-118.4911912,34.01945429999999
557,558,DENIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,VP MARKETING & PRODUCT STRATEGY,Y,235165.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
558,559,WITHDRAWN,KLONDEX MINES LTD,CHIEF EXECUTIVES,V.P. MARKETING & PRODUCT STRATEGY,Y,235165.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
559,560,CERTIFIED,COVER-MORE INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,240469.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
560,561,CERTIFIED,NEUROLEADERSHIP INSTITUTE INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,196747.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
561,562,CERTIFIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,VP MARKETING & PRODUCT STRATEGY,Y,185432.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
562,563,CERTIFIED,"SUNERA TECHNOLOGIES, INC",CHIEF EXECUTIVES,VICE PRESIDENT,Y,85821.0,2016.0,"WOODRIDGE, ILLINOIS",-88.0503406,41.7469749
563,564,CERTIFIED,"ONEWORLD MANAGEMENT COMPANY, INC.",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,284211.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
564,565,CERTIFIED,GLOBAL ENERGY OPTIONS INC,CHIEF EXECUTIVES,CEO/ MANAGING DIRECTOR,Y,117749.0,2016.0,"DENVER, COLORADO",-104.990251,39.739235799999996
565,566,CERTIFIED,"UNIVERSAL ROCKS, LLC",CHIEF EXECUTIVES,PRESIDENT/CHIEF EXECUTIVE OFFICER,Y,129438.0,2016.0,"GARLAND, TEXAS",-96.6388833,32.912624
566,567,DENIED,DAYTON FINANCIAL LLC,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,109658.0,2016.0,"COKEVILLE, WYOMING",,
567,568,CERTIFIED,BOART LONGYEAR COMPANY,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT AND CHIEF FINANCIAL OFFICER,Y,195250.0,2016.0,"SALT LAKE CITY, UTAH",-111.89104740000002,40.760779299999996
568,569,CERTIFIED,"RAPIDBUILT, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,119558.0,2016.0,"WEATHERFORD, TEXAS",,
569,570,DENIED,ROCKETSPACE INC.,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,292000.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
570,571,CERTIFIED,ROCKETSPACE INC.,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,292000.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
571,572,CERTIFIED,NEXTGEN GAMING (USA) LLC,CHIEF EXECUTIVES,CHIEF PEOPLE AND CULTURE OFFICER,Y,185432.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
572,573,CERTIFIED,BARBARO GROUP USA INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,195250.0,2016.0,"SALT LAKE CITY, UTAH",-111.89104740000002,40.760779299999996
573,574,CERTIFIED,"GLOBAL POVERTY PROJECT, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,284211.0,2016.0,"NY, NEW YORK",-74.00594129999999,40.7127837
574,575,CERTIFIED,SVB EQUITY CAPITAL LLC,CHIEF EXECUTIVES,VICE PRESIDENT - INVESTMENTS,Y,187200.0,2016.0,"PALO ALTO, CALIFORNIA",-122.14301950000001,37.441883399999995
575,576,CERTIFIED,THERMO FISHER SCIENTIFIC INC.,CHIEF EXECUTIVES,"VICE PRESIDENT, FINANCE-  GLOBAL CHEMICALS",Y,196747.0,2016.0,"FAIR LAWN, NEW JERSEY",-74.1318096,40.9403762
576,577,CERTIFIED,LFG AMERICA PTY LTD.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,284211.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
577,578,CERTIFIED,ZOOX INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,123053.0,2016.0,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
578,579,CERTIFIED,THE WEISSCOMM GROUP LTD,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,278325.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
579,580,CERTIFIED,SUSTAINABLE FISHERIES PARTNERSHIP FOUNDATION,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,207605.0,2016.0,"HONOLULU, HAWAII",-157.8583333,21.3069444
580,581,CERTIFIED,DEQ SYSTEMS CORPORATION,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT - OPERATIONS,Y,135678.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
581,582,CERTIFIED,"CLASSIC SLEEPCARE, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,235165.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
582,583,CERTIFIED,INSPECTORATE AMERICA CORPORATION,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT NORTH AMERICA REGION,Y,197642.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
583,584,CERTIFIED,PANALITIX USA INC.,CHIEF EXECUTIVES,CHAIRMAN AND CHIEF EXECUTIVE OFFICER,Y,144706.0,2016.0,"CORTE MADERA, CALIFORNIA",-122.5274755,37.92548060000001
584,585,CERTIFIED,C S RMS LLC,CHIEF EXECUTIVES,PRESIDENT / CEO,Y,210000.0,2016.0,"FUQUAY VARINA, NORTH CAROLINA",,
585,586,CERTIFIED,"FREIGHTPLUS (USA), INC.",CHIEF EXECUTIVES,"PRESIDENT, USA",Y,92539.0,2016.0,"MARIETTA, GEORGIA",-84.5499327,33.952602
586,587,CERTIFIED,KWICKIE USA SERVICES INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,216403.0,2016.0,"SANTA MONICA, CALIFORNIA",-118.4911912,34.01945429999999
587,588,CERTIFIED,"SURFSTITCH USA, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,175614.0,2016.0,"IRVINE, CALIFORNIA",-117.79469420000001,33.6839473
588,589,CERTIFIED,DYNAMIQ US LLC,CHIEF EXECUTIVES,FOUNDER & DIRECTOR OF STRATEGY,Y,164445.0,2016.0,"BOULDER, COLORADO",-105.2705456,40.0149856
589,590,CERTIFIED,PRINCE OF PEACE ENTERPRISES INC.,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT,Y,163176.0,2016.0,"HAYWARD, CALIFORNIA",-122.08079640000001,37.6688205
590,591,CERTIFIED,CPT GLOBAL INC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,284211.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
591,592,CERTIFIED,TRIPLE P AMERICA INC.,CHIEF EXECUTIVES,CEO,Y,177944.0,2016.0,"COLUMBIA, SOUTH CAROLINA",-81.0348144,34.0007104
592,593,CERTIFIED,TRIPLE P AMERICA INC.,CHIEF EXECUTIVES,CEO,Y,177944.0,2016.0,"COLUMBIA, SOUTH CAROLINA",-81.0348144,34.0007104
593,594,CERTIFIED,"PRATT INDUSTRIES, INC.",CHIEF EXECUTIVES,OPERATIONS MANAGER,Y,253635.2,2016.0,"CONYERS, GEORGIA",-84.0176904,33.66761029999999
594,595,CERTIFIED,CQR INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,196747.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
595,596,CERTIFIED,GHD INC.,GENERAL AND OPERATIONS MANAGERS,CORPORATE DEVELOPMENT DIRECTOR,Y,141710.0,2016.0,"MAPLE GROVE, MINNESOTA",-93.4557877,45.072464200000006
596,597,CERTIFIED-WITHDRAWN,MACQUARIE AIRCRAFT LEASING SERVICES (US) INC.,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, RISK MANAGEMENT",Y,148824.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
597,598,CERTIFIED-WITHDRAWN,LEVI STRAUSS & CO.,GENERAL AND OPERATIONS MANAGERS,"ASSISTANT MANAGER, ECOMMERCE OPERATIONS",Y,73091.2,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
598,599,CERTIFIED-WITHDRAWN,SUNTECHPROS INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,66934.0,2016.0,"MORRISVILLE, NORTH CAROLINA",-78.8255621,35.823483
599,600,WITHDRAWN,LIMITED SERVICE CORPORATION,GENERAL AND OPERATIONS MANAGERS,"MANAGER, SPECIAL PROJECTS STORE OPERATIONS",Y,77771.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
600,601,CERTIFIED-WITHDRAWN,"WEATHERFORD INTERNATIONAL, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,86258.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
601,602,CERTIFIED-WITHDRAWN,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER WEC,Y,74318.0,2016.0,"BENTONVILLE, ARKANSAS",-94.2088172,36.372853799999994
602,603,CERTIFIED-WITHDRAWN,SEARS HOLDINGS MANAGEMENT CORPORATION,GENERAL AND OPERATIONS MANAGERS,CHIEF OF STAFF,Y,109500.0,2016.0,"HOFFMAN ESTATES, ILLINOIS",-88.1227199,42.062991499999995
603,604,CERTIFIED-WITHDRAWN,"ACTAVIS, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT GENERIC R&D,Y,144040.0,2016.0,"WESTON, FLORIDA",-80.3997748,26.100365399999998
604,605,WITHDRAWN,MASTERCARD INTERNATIONAL INCORPORATED,GENERAL AND OPERATIONS MANAGERS,VICE CHAIRMAN,Y,202155.0,2016.0,"PURCHASE, NEW YORK",-73.71444770000001,41.0400135
605,606,CERTIFIED-WITHDRAWN,BETA RENEWABLES USA INC.,GENERAL AND OPERATIONS MANAGERS,"EXECUTIVE VICE PRESIDENT, PROJECT & BUSINESS DEVELOPMENT - N",Y,151528.0,2016.0,"WILMINGTON, NORTH CAROLINA",-77.9447102,34.2257255
606,607,CERTIFIED-WITHDRAWN,LANDOR LLC,GENERAL AND OPERATIONS MANAGERS,CLIENT MANAGER,N,69597.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
607,608,CERTIFIED-WITHDRAWN,NATIONAL MARINE MANUFACTURERS ASSOCIATION,GENERAL AND OPERATIONS MANAGERS,SHOW MANAGER,N,64210.0,2016.0,"ORANGE, CALIFORNIA",-117.8531119,33.787794399999996
608,609,CERTIFIED-WITHDRAWN,"ACCRETIVE HEALTH, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF CONTINUOUS IMPROVEMENT,Y,141835.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
609,610,CERTIFIED-WITHDRAWN,NOAH CONSULTING LLC,GENERAL AND OPERATIONS MANAGERS,PRACTICE LEAD-FACILITIES MANAGEMENT PRACTICE,Y,159806.0,2016.0,"KATY, TEXAS",-95.82439559999999,29.7857853
610,611,CERTIFIED,SVT LLC,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF IT AND MERCHANT FINANCIALS,Y,128794.0,2016.0,"HIGHLAND, INDIANA",,
611,612,CERTIFIED-WITHDRAWN,E*TRADE FINANCIAL CORPORATION,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, TRANSFORMATION",Y,202155.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
612,613,CERTIFIED-WITHDRAWN,"RIO TINTO SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER MINING & GEOSCIENCES,Y,129334.0,2016.0,"SOUTH JORDAN, UTAH",-111.929658,40.5621704
613,614,CERTIFIED-WITHDRAWN,BRIGHAM AND WOMEN'S HOSPITAL,GENERAL AND OPERATIONS MANAGERS,DIRECTOR EDUCATION AND RESEARCH,Y,70554.0,2016.0,"BOSTON, MASSACHUSETTS",-71.0588801,42.360082500000004
614,615,CERTIFIED-WITHDRAWN,ALEXANDER MCQUEEN TRADING LTD.,GENERAL AND OPERATIONS MANAGERS,RETAIL DIRECTOR,Y,204090.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
615,616,WITHDRAWN,"LLOYD'S REGISTER ENERGY AMERICAS, INC.",GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER,Y,94723.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
616,617,CERTIFIED-WITHDRAWN,"BRAZIL GAS LOGISTICS, LLC",GENERAL AND OPERATIONS MANAGERS,PRESIDENT,N,59842.0,2016.0,"DALLAS, TEXAS",-96.7969879,32.7766642
617,618,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,GENERAL AND OPERATIONS MANAGERS,"EXECUTIVE DIRECTOR, BUSINESS DEVELOPMENT AND ANALYTICS",Y,187117.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
618,619,WITHDRAWN,"AECOM TECHNICAL SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,GEOGRAPHY MARKET SECTOR LEADER PRINCIPAL,Y,189592.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
619,620,CERTIFIED-WITHDRAWN,UNIVERSITY OF ILLINOIS,GENERAL AND OPERATIONS MANAGERS,ASSOCIATE DIRECTOR,N,48547.0,2016.0,"URBANA, ILLINOIS",-88.2072697,40.1105875
620,621,CERTIFIED-WITHDRAWN,"CHEN MED, LLC",GENERAL AND OPERATIONS MANAGERS,"MANAGING DIRECTOR, OPERATIONS",Y,157227.0,2016.0,"MIAMI GARDENS, FLORIDA",-80.2456045,25.942037699999997
621,622,CERTIFIED-WITHDRAWN,"MERLIN PETROLEUM COMPANY, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGER (BUNKER BROKER/TRADER),Y,162136.0,2016.0,"WESTPORT, CONNECTICUT",-73.35790490000001,41.141471700000004
622,623,CERTIFIED-WITHDRAWN,"WORLD MONUMENTS FUND, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR OF PROGRAMS, WORLD MONUMENTS INSTITUTE",Y,119288.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
623,624,CERTIFIED-WITHDRAWN,YOUNOW INC.,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,161699.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
624,625,CERTIFIED-WITHDRAWN,"UBER TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCT OPERATIONS SPECIALIST,N,69306.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
625,626,CERTIFIED-WITHDRAWN,USA MARBLE AND GRANITE,GENERAL AND OPERATIONS MANAGERS,GENERAL & OPERATIONS MANAGER,Y,77584.0,2016.0,"FAIRFAX, VIRGINIA",-77.3063733,38.8462236
626,627,CERTIFIED-WITHDRAWN,USA CABINET STORE LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL & OPERATIONS MANAGER,Y,77584.0,2016.0,"FAIRFAX, VIRGINIA",-77.3063733,38.8462236
627,628,CERTIFIED-WITHDRAWN,VISA U.S.A. INC.,GENERAL AND OPERATIONS MANAGERS,SENIOR DIRECTOR,Y,163899.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
628,629,CERTIFIED,PANDA EXPRESS INC.,GENERAL AND OPERATIONS MANAGERS,AREA COACH OPERATIONS-IN TRAINING,N,43202.0,2016.0,"SIOUX CITY, IOWA",-96.4003069,42.4999942
629,630,CERTIFIED-WITHDRAWN,NEWMONT INTERNATIONAL SERVICES LIMITED,GENERAL AND OPERATIONS MANAGERS,PROCESS MANAGER,Y,132309.0,2016.0,"ENGLEWOOD, COLORADO",-104.98775970000001,39.647765299999996
630,631,CERTIFIED-WITHDRAWN,"NEW IMAGE BUILDING SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS / AREA MANAGER,N,53664.0,2016.0,"TROY, MICHIGAN",-83.1497751,42.6064095
631,632,CERTIFIED,MANSUR GAVRIEL LLC,GENERAL AND OPERATIONS MANAGERS,LOGISTICS & OPERATIONS MANAGER,Y,74402.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
632,633,CERTIFIED-WITHDRAWN,YUNEN INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,53060.8,2016.0,"SALINA, KANSAS",,
633,634,WITHDRAWN,OGILVY PUBLIC RELATIONS WORLDWIDE INC. - FEINSTEIN KEAN HEALTHCARE,GENERAL AND OPERATIONS MANAGERS,SENIOR LEADER,Y,142667.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
